title,article,editor,newssource,commentCount,time,time_now
2020年雄安新区将植树造林10万亩,原标题：2020年雄安新区将植树造林10万亩 国家林业和草原局今天（3日）发布，2020年河北雄安新区将继续植树造林10万亩。2020年，河北雄安新区植树造林项目实施范围主要位于环淀林带、河流生态廊道、道路生态廊道和部分林地斑块及生态湿地游憩林等规划林地。 2020年河北雄安新区植树造林工作建设内容为：一、重点建设城市组团间和重要生态涵养区的林地斑块。二、加强环淀绿化带建设。三、沿新区主要河流、交通干线两侧建设多条绿色生态廊道。四、结合各林地的功能定位和风貌需求，优化设计理念，控制植树造林成本，栽植高质量苗木。 2020年，河北雄安新区将继续采用市场化方式推进千年秀林建设。以市场化投资为主，政府补贴为辅的投资模式，由中国雄安集团生态建设投资有限公司作为新区生态建设的主要载体和运作平台，自行筹资加政府补贴，先行开展造林绿化，打好新区生态本底。用好国家储备林政策、各类支持政策和财政补贴。随着城市的建设发展以及新造林地植物的生长，林地的价值将逐渐显现，逐步引入相关市场主体进行多业态的经营开发。（央视记者 施韶宇） ,刘德宾 SN222,央视,0,2020年01月03日 17:09,1578295224.9493988
新京报：外企被侵权获顶格赔偿也是优化营商环境,原标题：外企被侵权获顶格赔偿，也是优化营商环境 山寨洋名牌的好日子，离到头或许已经不远了。 据中国青年报报道，近日，上海市浦东新区人民法院对美国著名好莱坞电影公司“米高梅”状告深圳米高梅公司侵权案做出一审判决，全额支持了美国米高梅公司要求赔偿300万元的诉讼请求。 无独有偶，不少其他惨遭山寨的国际品牌如法国欧莱雅公司的护肤品牌KIEHL‘S（中文名“科颜氏”）、日本医学美容品牌LaboLabo（中文名“城野医生”）等，也在上海各级法院的支持下，分别获得了220万元至300万元不等的顶格侵权赔偿。 看似巧合的背后，其实是中国司法正以“顶格侵权赔偿”的硬措施打痛山寨者，着力提升营商环境的现实。 就像判决“米高梅”案的法官所说：“无论是‘中华老字号’，还是‘好莱坞老字号’，如果法院在诉讼程序中查明其相关知识产权确实受到了侵害，都将依据事实和法律规定予以平等保护、严格保护。”其言外之意就是，保护知识产权不分企业国别、一体通用。 从大的背景看，提升知识产权保护力度，成为中国加大对外开放，优化营商环境的重要举措。 2019年上半年，全国地方人民法院审结知识产权民事一审案件15万多件，同比上升了80%，审结侵犯知识产权罪一审案件2000多件，同比上升了约23%。 去年全国人大常委会通过了《商标法修正案》，提升了侵权商标权的违法成本，将恶意侵犯商标专用权行为的赔偿额提高到1倍以上5倍以下，并将法定赔偿额的上限从300万元提高到500万元。此外，中国司法机关还在积极考虑引入知识产权侵权惩罚性赔偿制度，对山寨货、李鬼实施严刑峻法。 眼下多家外国企业获得顶格赔偿，也是惩罚性赔偿制度的“发威”。对侵权企业来说，承担巨额赔偿也是自食恶果。 以“米高梅”案为例，作为从事电影播放行业的中国公司，深圳的“米高梅”不可能不知道和美国好莱坞米高梅公司的影响力，却在未获得授权的情况下，故意使用“米高梅”“MGM”的字号，引人误认为其与美国米高梅存在特定联系、产生混淆，这其实就是打擦边球，明显有着忽悠消费者的恶意，被法院认定构成不正当竞争，也是咎由自取。 值得一说的是，中国《商标法》明确的一般原则是“注册在先”，谁先注册商标，就保护谁，不过也有例外情形，那就是“申请商标注册不得损害他人现有的在先权利”。 按《反不正当竞争法》的规定，企业禁止从事“足以引人误认为是他人商品或者与他人存在特定联系的混淆行为”。像深圳“米高梅”这种傍名牌、欺骗消费者的行为，骗得了一时骗不过一世，“出来混，总是要还的”。而从顶格侵权赔偿频现看，“要还”的成本还会不低。 总而言之，从之前“乔丹”商标之争，再到如今的“米高梅”案，中国的知识产权保护越来越严格，已是目之可及的态势。无论是中国老字号还是洋字号，也可以对中国的知识产权保护更有信心。 针对那些李鬼冒充李逵横行的乱象，那些洋字号不妨敢于擅于维权，积极拿起法律武器为自己讨公道，为自己争取公平的竞争环境。 而随着中国经济体量的不断增长，中国企业的国际影响力越来越大，国内企业也该提前做好商标风险把控，避免陷入侵权漩涡。中国日益成熟的知识产权保护机制，也已容不下这些“野路子”，那些打擦边球抱侥幸心态的企业，必须趁早改弦更张。 说到底，中国司法为知识产权的“洋维权”撑腰，彰显了中国法律的平等对等保护原则，这样用法律途径保护品牌、保护创新、保护公平的竞争环境，其实也是在呵护外部对中国市场的信心。 徐明轩（法律工作者）,张申 ,新京报,695,2020年01月03日 17:06,1578295247.8267071
安徽国元控股原党委书记刘健被查 已退休3年多,原标题：安徽国元控股有限公司原党委书记刘健被查 已退休3年多 中新网合肥1月3日电 安徽纪检监察网3日发布消息称，安徽国元控股（集团）有限责任公司原党委书记刘健涉嫌严重违纪违法，目前正在接受纪律审查和监察调查。 刘健，男，汉族，1955年12月出生，江苏铜山人，研究生学历，1973年6月参加工作，1978年9月加入中国共产党。 1973年6月至1975年11月，安徽省五河县新集园艺场知青； 1975年11月至1979年6月，蚌埠肉联厂团委副书记； 1979年6月至1984年12月，蚌埠市团委办事员、学少部长、办公室主任； 1984年12月至1988年4月，蚌埠市团委副书记； 1988年4月至1991年4月，蚌埠市团委书记； 1991年4月至1993年3月，蚌埠市工商局局长、党组副书记； 1993年3月至1995年11月，蚌埠市工商局局长、党组书记； 1995年11月至2000年6月，安徽省工商局副局长、党组成员； 2000年6月至2000年9月，亳州市委常委、市政府筹备组常务副组长； 2000年9月至2001年1月，亳州市委常委、市政府副市长； 2001年1月至2003年5月，亳州市委副书记、市政府副市长； 2003年5月至2003年11月，亳州市委副书记、市政府副市长、代市长； 2003年11月至2006年6月，亳州市委副书记、市政府市长； 2006年6月至2007年1月，淮南市委副书记、市政府代市长； 2007年1月至2008年2月，淮南市委副书记、市政府市长； 2008年2月至2010年11月，安徽省民政厅党组书记、厅长； 2010年11月至2013年10月，安徽省政府副秘书长、省政府办公厅主任； 2013年10月至2016年4月，安徽国元控股（集团）有限责任公司党委书记； 2016年4月退休。,刘德宾 SN222,中国新闻网,0,2020年01月03日 17:03,1578295290.5131488
浙江出台企业名称争议处理办法 傍名牌等处理有规,原标题：浙江出台企业名称争议处理办法 傍名牌等行为处理“有规” 新华社杭州1月3日电（记者德亮）为了有效维护市场秩序，浙江省市场监督管理局近日发布《浙江省企业名称争议处理办法》，探索高效、便捷的名称争议解决途径，强化不适宜名称纠正措施，推进名称的事中事后监管。 当前，企业名称自主申报赋予了企业更大的选择名称自主权，提高了市场主体的活力和创新能力。但同时，名称争议纠纷也随之增多。 该办法明确了名称争议的范围、名称争议管辖原则，规范了名称处理的程序等。办法将名称争议限定在企业名称与他人相同、近似的争议，即因企业名称相同或者近似构成混淆，侵犯在先名称权利而发生的争议由登记机关负责处理。 根据办法的规定，按照“谁登记，谁处理”的原则，由各级企业登记机关负责处理本机关已登记注册或者预先登记、自主申报登记的企业名称的争议。,刘德宾 SN222,新华网,0,2020年01月03日 17:03,1578295333.5866125
黄河流域装机容量最大水电站年发电量创新高,原标题：黄河流域装机容量最大水电站年发电量创新高 中新社西宁1月3日电 （孙睿 张青银）国家电投黄河水电公司（以下简称“黄河公司”）3日向中新社记者透露，2019年，黄河上游来水偏丰，致黄河流域装机容量最大水电站——拉西瓦水电站主汛期日均发电量突破5079万千瓦时，2019年年发电量创历史新高。 拉西瓦水电站位于青海省贵德县拉西瓦镇的黄河干流上，是黄河上游龙羊峡至青铜峡河段规划的第二座大型梯级电站。拉西瓦水电站最大坝高250米，总库容10.79亿立方米，总装机容量420万千瓦，多年平均发电量达102.23亿千瓦时，是中国“西电东送”北通道的骨干电源点。 “2019年，黄河上游来水偏丰，我们在确保防汛度汛的同时，抓住机遇实现了满发多供，在主汛期日均发电量突破5079万千瓦时。”黄河公司拉西瓦发电分公司总经理刘建国说，而早在2019年9月初，拉西瓦水电站年发电量就突破百亿千瓦时大关。 刘建国介绍，拉西瓦水电站是黄河上游龙青段规划中的第二座大型梯级水电站，是西北电网750千伏网架的重要支撑电源，是黄河上游大坝最高、装机容量最大、发电量最多的水电站。其中，6号机组是中国电力装机容量突破8亿千瓦的标志。该电站的750千伏高等级出线电压、250米高差800千伏气体绝缘管道母线均为当时的世界之最。 “2019年，我们密切关注汛情的水情变化，合理调整机组运行方式，积极联系调度，提高水能利用率，使2019年拉西瓦水电站发电量达到143亿千瓦时，创历史新高。”刘建国说。 刘建国表示，此外，在拉西瓦水电站的上游，黄河“龙头”电站龙羊峡也不甘示弱，2019年发电83亿千瓦时。龙羊峡水电站库容247亿立方米，是黄河上库容最大、调节性能优良的多年调节水库。控制的流域面积占黄河流域总面积的？？18%，控制的水量占黄河入海量的42%，在黄河防洪和水资源利用中占据重要地位。（完）,刘德宾 SN222,中国新闻网,0,2020年01月03日 17:02,1578295375.9090333
1月3日外交部例行记者会(全文),原标题：2020年1月3日外交部发言人耿爽主持例行记者会 问：当地时间1月3日凌晨，伊朗伊斯兰革命卫队“圣城旅”部队指挥官苏莱曼尼在伊拉克巴格达机场空袭中遇害。美方证实发动了此次袭击。中方对此有何评论？ 答：我们高度关注有关事件。中方一贯反对在国际关系中使用武力，主张各方应切实遵守《联合国宪章》宗旨和原则以及国际关系基本准则。伊拉克的主权、独立和领土完整应当得到尊重，中东海湾地区的和平与稳定应当得到维护。我们敦促有关各方，特别是美方保持冷静克制，避免紧张局势进一步升级。 问：中方对朝鲜劳动党七届五中全会的结果有何评论？ 答：朝鲜劳动党七届五中全会日前闭幕，并发布了会议公报。我们注意到，会议总结了近一段时期朝各领域，特别是经济领域的建设成果，明确了今后社会经济发展的目标和努力方向。作为友好近邻，中方支持朝方坚持发展经济，提高人民生活水平，不断取得社会主义建设新成就。 会议公报还就朝美关系释放了很多重要信息。中方希望朝美双方尽快恢复对话并谈出成果，相向而行，实现良性互动，为打破僵局、推动半岛问题的政治解决进程取得新进展作出切实努力。 问：俄罗斯从今年1月1日起正式接任金砖国家主席国。据报道，俄方对未来的金砖合作提出了一些设想。中方对俄罗斯接任金砖轮值主席国以及今年的金砖合作有何期待？ 答：金砖国家是具有全球影响的新兴市场国家和发展中国家合作机制。近年来，金砖国家凝聚力日益加强，务实合作不断深入，影响力持续上升，已经成为国际事务中一支越来越重要的力量。 当前国际局势错综复杂，单边主义和保护主义逆流涌动，强权政治和霸凌行径大肆横行。金砖国家如何应对世界变局，如何在国际事务中发挥建设性作用，受到国际社会的高度关注。俄罗斯是今年金砖国家主席国，计划于7月在圣彼得堡举办金砖国家领导人第十二次会晤。在两国元首的战略引领下，中俄关系已迈入守望相助、深度融通、开拓创新、普惠共赢的新时代。中方将全力支持俄方主席国工作，同俄方及其他金砖国家保持密切协作，推动圣彼得堡会晤取得圆满成功。 中方期待金砖合作在“俄罗斯年”能够取得新进展和新成果，巩固金砖国家战略伙伴关系，深化经贸财金、政治安全、人文交流“三轮驱动”合作，拓展“金砖+”合作。中方也期待金砖国家在共同维护世界和平与发展、捍卫国际公平正义、坚持多边主义和多边贸易体制等方面发挥更大作用，为推动构建人类命运共同体作出更大贡献。 问：中方是否认为美国空袭巴格达是合法行为？伊朗官员表示，伊方将采取报复措施。中方认为这将对地区局势造成什么影响？ 答：我刚才已经说过了，中方一贯反对在国际关系中动辄使用或威胁使用武力，我们始终主张国与国之间应按照《联合国宪章》宗旨和原则以及国际关系基本准则处理相互关系，化解彼此分歧。伊拉克的主权、独立和领土完整应当得到尊重，中东海湾地区的和平与稳定应当得到维护。我们敦促有关各方，特别是美方保持冷静克制，避免紧张局势进一步升级，这符合各方利益。 问：伊朗苏莱曼尼将军在打击“伊斯兰国”、“努斯拉阵线”等地区恐怖组织方面曾发挥重要作用，但他今天上午遭美军袭击死亡。你如何评价美方这种挑衅性的举动及其对中东和平稳定造成的影响？ 答：我刚才已经说过了，我们高度关注有关事件。中方一贯反对在国际关系中使用武力，始终主张各方应切实遵守《联合国宪章》宗旨和原则以及国际关系基本准则。伊拉克的主权、独立和领土完整应当得到尊重，中东海湾地区的和平与稳定应当得到维护。我们敦促有关各方，特别是美方保持冷静克制，避免紧张局势进一步升级。,刘德宾 SN222,外交部网站,3973,2020年01月03日 17:02,1578295397.3772612
武汉卫健委最新通报：共发现44例病毒性肺炎患者,原标题：武汉市卫健委关于不明原因的病毒性肺炎情况通报 2019年12月以来，我委开展呼吸道疾病及相关疾病监测，发现不明原因的病毒性肺炎病例，病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润性病灶。截至2020年1月3日8时，共发现符合不明原因的病毒性肺炎诊断患者44例，其中重症11例，其余患者生命体征总体稳定。目前所有病例均在武汉市医疗机构接受隔离治疗，已经追踪到121名密切接触者并行医学观察，密切接触者的追踪工作仍在进行中。 流行病学调查显示，部分病例为武汉市华南海鲜城经营户。截至目前，初步调查表明，未发现明显的人传人证据，未发现医务人员感染。病原鉴定（包括核酸检测和病毒分离培养）和病因溯源工作正在进行中，已排除流感、禽流感、腺病毒感染等常见呼吸道疾病。 疫情发生后，国家和省卫生健康委高度重视，派出工作组和专家组赴武汉市，指导当地开展疫情应对和处置工作。武汉市卫生健康委在全市医疗机构开展相关病例搜索和回顾性调查，已完成对华南海鲜城的环境卫生处置工作，进一步的卫生学调查正在进行中。 2020年1月3日 来源：武汉市卫生健康委员会,刘德宾 SN222,政府网站,1128,2020年01月03日 17:00,1578295418.7574837
湖南浏阳花炮厂爆炸致13死 国务院安委会挂牌督办,原标题：国务院安委会：对浏阳烟花厂重大事故查处实行挂牌督办 1月3日，中华人民共和国应急管理部官网发布《重大生产安全事故查处挂牌督办通知书》，对湖南浏阳市碧溪烟花制造有限公司“12·4”重大事故查处实行挂牌督办。 重大生产安全事故查处挂牌督办通知书 安委督〔2019〕14号 湖南省人民政府： 根据《国务院关于进一步加强企业安全生产工作的通知》和《重大事故查处挂牌督办办法》的有关规定，国务院安委会决定对你省浏阳市碧溪烟花制造有限公司“12·4”重大事故查处实行挂牌督办。 你省要依照《生产安全事故报告和调查处理条例》等有关法律法规及规章规定，抓紧组织进行事故调查，严格按照时限研究提出处理意见。事故调查报告（初稿）经你省安委会审查同意，以省安委会文件报国务院安委会办公室审核同意后，由你省负责批复结案并向社会公布。事故结案后，事故调查报告和事故处理决定落实情况要及时报国务院安委会办公室备案。 国务院安全生产委员会 2019年12月20日,祝加贝 ,北京日报客户端,0,2020年01月03日 17:00,1578295462.538988
武汉卫健委最新通报：共发现44例病毒性肺炎患者,原标题：武汉市卫健委关于不明原因的病毒性肺炎情况通报 2019年12月以来，我委开展呼吸道疾病及相关疾病监测，发现不明原因的病毒性肺炎病例，病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润性病灶。截至2020年1月3日8时，共发现符合不明原因的病毒性肺炎诊断患者44例，其中重症11例，其余患者生命体征总体稳定。目前所有病例均在武汉市医疗机构接受隔离治疗，已经追踪到121名密切接触者并行医学观察，密切接触者的追踪工作仍在进行中。 流行病学调查显示，部分病例为武汉市华南海鲜城经营户。截至目前，初步调查表明，未发现明显的人传人证据，未发现医务人员感染。病原鉴定（包括核酸检测和病毒分离培养）和病因溯源工作正在进行中，已排除流感、禽流感、腺病毒感染等常见呼吸道疾病。 疫情发生后，国家和省卫生健康委高度重视，派出工作组和专家组赴武汉市，指导当地开展疫情应对和处置工作。武汉市卫生健康委在全市医疗机构开展相关病例搜索和回顾性调查，已完成对华南海鲜城的环境卫生处置工作，进一步的卫生学调查正在进行中。 2020年1月3日 来源：武汉市卫生健康委员会,刘德宾 SN222,政府网站,1128,2020年01月03日 17:00,1578295505.3004339
湖南浏阳花炮厂爆炸致13死 国务院安委会挂牌督办,原标题：国务院安委会：对浏阳烟花厂重大事故查处实行挂牌督办 1月3日，中华人民共和国应急管理部官网发布《重大生产安全事故查处挂牌督办通知书》，对湖南浏阳市碧溪烟花制造有限公司“12·4”重大事故查处实行挂牌督办。 重大生产安全事故查处挂牌督办通知书 安委督〔2019〕14号 湖南省人民政府： 根据《国务院关于进一步加强企业安全生产工作的通知》和《重大事故查处挂牌督办办法》的有关规定，国务院安委会决定对你省浏阳市碧溪烟花制造有限公司“12·4”重大事故查处实行挂牌督办。 你省要依照《生产安全事故报告和调查处理条例》等有关法律法规及规章规定，抓紧组织进行事故调查，严格按照时限研究提出处理意见。事故调查报告（初稿）经你省安委会审查同意，以省安委会文件报国务院安委会办公室审核同意后，由你省负责批复结案并向社会公布。事故结案后，事故调查报告和事故处理决定落实情况要及时报国务院安委会办公室备案。 国务院安全生产委员会 2019年12月20日,祝加贝 ,北京日报客户端,0,2020年01月03日 17:00,1578295548.0098767
李铁成国足主教练 “铁帅”能否铸就“铁军”？,原标题：新闻分析：“铁帅”能否铸就“铁军”？ 新华社广州1月3日电 题：新闻分析：“铁帅”能否铸就“铁军”？ 新华社记者王浩明、公兵、马邦杰 2日，中国足协宣布李铁成为国家队主教练，国足正式进入“铁帅”时代。李铁为何能够从土帅竞争中脱颖而出？这位身经百战的少帅又能否将国足铸成一支铁军？ 自从十年前在辽足开启执教生涯后，李铁就在多个场合谈及自己的目标——成为国家队主教练。而纵观他的履历，目标明确，路径清晰，足够努力，最终实现可谓水到渠成。 16岁入选健力宝队留洋巴西，20岁入选国家队征战世预赛，24岁在世预赛中跟随国足杀出重围冲进世界杯，25岁在韩日世界杯上代表国足打满三场，此后加盟英超埃弗顿队，33岁成为辽足助理教练，35岁加盟恒大，成为里皮教练组成员，37岁成为国足助理教练，38岁担任河北华夏幸福队主教练，带领球队冲超成功，39岁再次担任国足助理教练，40岁担任武汉卓尔队主教练，并再次率队冲超，42岁成为国家集训队主教练。 纵观李铁的经历，从运动员，到俱乐部助理教练，从国家队助理教练，到俱乐部主教练，从国家集训队主教练，最终攀登上了国家队主教练的顶峰。李铁在每一个角色的时间都在两三年而已，成长的速度在国际足坛都属罕见。 而李铁在每个角色上的表现都可圈可点，38岁第一次以主教练身份带队就率领河北华夏冲超成功，41岁在武汉卓尔拿到自己作为主教练的第一座冠军奖杯，并带领这支升班马在中超拿到第六名。带队征战东亚杯虽然没有亮眼表现，但能避免大败已经算是合格。 从精神属性来看，无论自己的角色是球员还是教练，李铁身上的自律、拼搏与敬业精神都是他能不断取得进步与成功的基础。无论在河北华夏还是在武汉卓尔，李铁给人留下的印象都是一个“工作狂”，每天工作12-14个小时，对自己的球员近乎苛求，对胜利如饥似渴……这都是成为一名成功主帅非常重要的个人特质。从李铁的选人思路来看，更看重球员的态度和作战欲望，这也有利于他打造一支更加有凝聚力的球队。 当然，李铁也面临很多挑战。比如，相对于俱乐部主教练，国家队主教练要求更强的协调能力。在“洋帅”时代，这样的协调更多依赖领队的角色。但作为一名本土教练，与足协、俱乐部和球员之间的沟通则需要亲力亲为。 留给李铁的准备时间并不充裕，两个多月后四十强赛将重燃战火。国足还有四场比赛要打，分别是主场对马尔代夫、客场对关岛、主场对菲律宾和主场对叙利亚。三主一客，先易后难的赛程对国足是一个利好。前三场比赛国足须力争全胜，而最后一场比赛，对手叙利亚很有可能已经提前锁定小组第一出线，国足有希望在对手身上拿分。因此，国足的命运仍然掌握在自己手中。 相比前几届世界杯预选赛，归化无疑将成为国足冲击卡塔尔世界杯的重要“X因素”。如果国足能够晋级12强赛，能否发挥好归化球员的作用就将变得更加关键。毕竟，面对日韩澳伊等亚洲顶级强队，我们需要有人能站出来完成致命一击。而留洋巴西和英国的经历，让李铁有一定的葡萄牙语和英语基础，可以和艾克森、李可等人沟通，这样的语言能力在归化时代的国家队显得尤为重要。 从中国足协相关人士的表态来看，选择李铁作为国足主帅不仅是现实的选择，亦是深远的考量，让国家队回归国家队，卸下本不属于它的过度期望。在中国足球全方位落后的情况下，李铁也注定无法成为“救世主”，但从国家队到基层青训，都需要一个个、一代代人踏踏实实工作，中国足球才能“百炼成钢”。 ,刘德宾 SN222,新华网,0,2020年01月03日 16:59,1578295590.7663221
沈阳投放3500吨储备冻猪肉 充分满足节日消费需求,原标题：沈阳投放3500吨储备冻猪肉 充分满足节日消费需求 中新网沈阳1月3日电 （李晛）据沈阳市政府新闻办1月3日召开的发布会消息，为丰富节日市场，保障市场供应，沈阳加强产销衔接、拓宽货源渠道，重点安排好节日需求量较大、优质绿色安全的粮油、肉类、蔬菜、禽蛋、水产品等重要生活必需品和主要日用工业品货源，确保货丰质优，保障市场供应充足稳定。 沈阳市商务局副局长李斌表示，针对当前猪肉市场供应偏紧、价格高位运行的情况，市商务部门组织大型商贸流通骨干企业与生产、养殖、加工企业开展产销衔接，加强与产地联动，增强猪肉供给，提升保供能力。 李斌说，根据国家和省要求，经市政府同意，沈阳市于2019年12月26日至2020年2月29日期间，启动市本级3500吨储备冻猪肉的投放工作，由承储企业通过商超、经销商定点销售、肉类市场批发、团购、深加工等渠道，以不高于市场价格投放节日市场，日均投放总量不低于20吨，后续还将根据市场需求情况，适时加大储备肉投放力度。同时，积极组织猪肉替代品货源，预计春节期间全市牛羊肉日均上市量可分别达到140吨和50吨，比平日增加20%左右；禽肉可达300吨，比平日增加15%左右，可充分满足节日消费需求。 同时，在在蔬菜供应以及其它生活必需品供应方面也完全满足市场供应。节日期间，沈阳市蔬菜日均需求量约2000吨左右。目前全市主要蔬菜批发市场日均批发量约5000吨，其中本市供应量约3000吨，其余部分销往周边外埠市场。随着农产品现代流通体系的逐步建立，沈阳市农产品流通相对稳定，同时本埠蔬菜保护地生产能力也日益增强，完全能够保障全市居民节日消费需求；鸡蛋货源日市场投放量可达到600吨以上，其它如：粮、油、奶、盐、糖、水产品、水果等生活必需品货源充足，完全可以满足市场供应。 此外，节日期间为守护民众食品安全，沈阳市市场监管局副局长李学良表示，针对节日期间食品消费特点，沈阳重点对粮食加工品、肉制品、水产品、食用油、乳制品、糖果制品、炒货坚果制品、水饺、元宵、饮料、酒类、保健食品等开展监督抽检，抽检场所覆盖全市14个区县沈阳市食品生产企业、大型商超、批发市场、中小型超市、生鲜超市、农贸市场、大型餐饮单位，共安排1200批次重点产品抽检。 截至目前，已完成抽检805批次，不合格4批次，合格率99.5%，不合格产品为炒货及坚果制品3批次，粮食加工品1批次，目前根据《食品安全法》等法律法规，已对不合格产品进行了核查处置。 李斌说，2020年春节将至，为确保民众度过喜庆祥和的新春佳节，沈阳以繁荣节日市场、保障市场供应、搞活商品流通、促进消费升级为目标，在加强货源组织、开展促销活动、完善市场监测、强化应急保障等方面都做出了安排部署，以更好地满足市民节日消费需求，将推动实现今年消费市场的良好开局。（完）,刘德宾 SN222,中国新闻网,0,2020年01月03日 16:46,1578295633.4627643
南京出台优化营商环境《新100条》,原标题：南京出台优化营商环境《新100条》：以用户思维服务企业全生命周期 中新网南京1月3日电 （记者 申冉 ）2020年新年伊始，南京市再度出台新版《南京市优化营商环境100条》（下文简称《新100条》）。3日，南京市召开发布会，南京代市长韩立明对《新100条》进行深度解读，表态南京将为各类市场主体在该市投资兴业营造更为公平、透明、可预期的良好环境。 2018年9月，南京首次出台《南京市优化营商环境100条》（下文简称《100条》），深受当地企业商户欢迎。 据韩立明介绍，2018版《100条》推出一系列改革创新举措，推动南京优化营商环境迈上了新台阶，比如：全国首创的“房产交易与不动产登记全业务一体化办理”、率先开展的企业开办全程网上试点等突破性做法，形成有竞争力和特色差异的南京“自选动作”；实施《100条》期间，跨境贸易大幅提速，纳税便利化及降成本成效明显，市级部门“不见面审批”事项占比高达95.11%等成果也比较显著；同时，一系列优化举措还赢得了企业和市场的好评，在《2019中国城市营商环境指数评价报告》中，南京营商环境位列全国大中城市第五名。 对于今年该市再接再厉出台的《新100条》，韩立明强调，最鲜明的特色仍是用户思维、客户导向，“（在这个基础上）更加突出了‘全生命周期服务’理念，围绕企业注册、生产、经营、退出全过程，推出了一批便利化的改革措施。”  “比如，针对政策兑现难、落地难的现象，在《新100条》中专门提出设立‘政策兑现窗口’，实现企业‘即报即办’；对于企业变更、退出及跨区域迁移等变动，仍存在耗时久、材料多、需要重复跑的问题，在《新100条》中就推出了‘简化跨区域迁移流程’‘企业注销和办理破产’等明确改革举措。”韩立明指出，新《100条》对市场监管、司法保障、社会环境等企业关心的问题，均已推出一揽子改革措施。 同时，据其介绍，为了保证政策整体的含金量和竞争力，《新100条》里近54%的措施都处于全国先进水平，比如，通过“招拍挂”取得的出让用地首次登记1个工作日办结、简化临时建筑规划管理方式、创新知识产权质押融资模式等举措，都是全国首创性措施。 此外，《新100条》更全面接轨国际贸易投资规则，全面对标国内先进城市做法，突出办理流程的标准化和规范化；为确保对营商环境的优化力度始终走在前列，还通过政务服务评价机制、典型案例通报机制和政策评估更新机制等设置，保证政策的动态更新和优化升级。 “优化营商环境是最持久、最强劲的制胜之道。”韩立明表示，南京将以《新100条》的发布为新的起点，把优化营商环境向纵深推进。（完）,刘德宾 SN222,中国新闻网,,2020年01月03日 16:46,1578295680.556458
滴滴顺风车在沪试运营 女性用户可查行程安全信息,原标题：1月6日滴滴顺风车在沪试运营，女性用户可查看行程安全信息 滴滴顺风车将在上海重新试运营。 1月3日，滴滴顺风车在滴滴出行APP发布消息称，从1月6日上午9时开始，顺风车将继续在杭州、宁波、上海、金华、中山、南宁、惠州、石家庄8个城市上线试运营，用户在滴滴出行APP等官方渠道完成安全任务后，方可使用顺风车服务。 试运营期间，滴滴首先提供5时至20时，市内（50公里以内）的顺风车平台服务，并不收取信息服务费。 顺风车重新上线，安全保障再次引发关注。 根据滴滴出行APP内顺风车试运营期间产品方案显示，针对用户反馈中提及较多的希望平台对车主进行信用审核、保障司乘双方平等利益等问题，滴滴重点进行了优化。 除了联合公安机关对注册车主进行综合背景审查之外，引入了失信人名单筛查，可公开查询到的失信被执行人无法注册成为顺风车车主。 秉承司乘平等的原则，将原有的“信任值”升级为“行为分”，根据用户最近收到的评价、投诉等信息进行履约、友好等多维度综合评估，打造友善出行环境。如果用户不遵守平台合乘规则，导致行为分降低，可能会影响顺风车服务的正常使用。 同时，新版方案在用户准入审核、车主接单体验、司乘规则设定、安全功能升级、行程保障、女性保护等方面也进行了完善。 车主和乘客注册顺风车时均需要提交身份证、通过人脸识别；车主注册时平台以动态拍摄方式采集驾驶证、行驶证和身份证信息，防止证件造假。 滴滴顺风车还提出了信息核验卡的功能，司乘双方可以根据核验卡提供的头像（到达上车点前才提供）、车型、乘客人数等信息在上车前进行二次确认，若发现人车不符，用户可直接举报。 初次使用顺风车前，车主和乘客使需完成安全任务及安全教育学习。 与网约车一样，顺风车同步迭代了平台110报警、行程分享、紧急联系人、路线偏移提醒、行程录音等功能。保障方面，滴滴顺风车将为用户每次行程免费提供最高120万/人保额的驾乘人员意外险，为用户出行提供安全保障。 值得注意的是，通过滴滴顺风车女性安全助手，女性用户可以查看合乘方车龄、驾龄、人脸识别时间等相关信息，可查看行程安全信息，当发生轨迹偏移、长时停留等异常情况时，即时预警提示并通知紧急联系人。女性出行特殊场景保护升级：长距离出行要求合乘用户增加人脸识别，女性用户须设置紧急联系人，车主侧自动开启行程录音（加密上传平台）。 从下线整改到上线“复出”，滴滴顺风车花了一年有余的时间。 2015年6月，滴滴顺风车上线，帮助私家车主和乘客共享通勤出行。随后滴滴推出跨城顺风车服务，将城际共享出行网络覆盖全国。 2018年8月27日，因为两起安全事件，顺风车主动下线整改。根据滴滴出行发布的数据，下线前，滴滴顺风车已经覆盖近400个城市。 2019年11月6日，滴滴顺风车在滴滴出行APP公布了最新产品方案，同时宣布11月20日起，陆续在哈尔滨、太原、石家庄、常州、沈阳、北京、南通7个城市上线试运营。 2019年12月23日起，滴滴顺风车在北京、武汉、佛山、南昌和长沙上线。,郑亚鹏 ,澎湃新闻,0,2020年01月03日 16:45,1578295723.2529001
